"battery_power";"blue";"clock_speed";"dual_sim";"fc";"four_g";"int_memory";"m_dep";"mobile_wt";"n_cores";"pc";"ram";"sc_h";"sc_w";"touch_screen";"wifi";"price_range"
1027;1;2,2;0;0;0;63;0,8;102;5;4;1732;8;5;1;1;"1:médio"
1966;0;0,8;1;15;1;48;0,2;144;1;16;1252;6;4;1;1;"2:caro"
1048;1;1,5;0;2;1;29;1;182;1;4;2146;11;10;0;0;"1:médio"
1496;1;1,9;1;13;0;38;0,1;126;4;14;1927;17;4;0;1;"1:médio"
959;1;1,7;0;15;0;13;0,4;155;4;16;3328;10;9;1;1;"2:caro"
1349;1;2,2;1;5;0;55;0,1;105;7;7;2462;15;7;0;1;"2:caro"
1689;1;2,4;1;0;1;13;0,9;168;2;9;1172;12;11;1;1;"0:baixo"
1558;1;2,4;0;0;1;27;0,1;146;1;1;3598;9;2;0;1;"3:muito caro"
582;0;0,5;1;3;0;27;0,2;168;3;10;2437;19;2;1;1;"2:caro"
1485;0;2,8;0;3;1;44;0,1;138;4;14;3271;14;12;1;0;"3:muito caro"
1991;1;1,8;0;11;0;9;0,7;94;3;12;1511;17;8;0;0;"1:médio"
553;0;0,5;1;2;1;23;0,5;119;3;3;2981;7;3;0;0;"2:caro"
1231;0;0,7;1;2;0;7;0,9;113;1;7;3119;9;4;1;0;"3:muito caro"
805;0;0,8;0;1;0;34;0,6;88;6;2;3647;18;11;0;1;"3:muito caro"
764;1;1,2;1;1;0;13;1;152;8;2;3148;18;7;1;0;"2:caro"
894;0;0,9;0;5;1;54;0,2;130;3;15;2829;11;5;0;1;"2:caro"
1589;0;2,6;0;9;0;46;0,4;84;3;16;2373;11;9;1;0;"2:caro"
1456;0;1,6;1;9;1;39;0,1;80;8;10;3998;6;3;1;0;"3:muito caro"
743;0;0,5;1;0;1;33;0,3;95;2;1;316;19;10;0;0;"0:baixo"
1061;1;2,1;0;3;1;52;0,1;109;7;4;999;16;12;1;0;"0:baixo"
1428;1;1,6;0;0;0;7;0,1;153;4;2;1808;12;8;1;0;"1:médio"
674;1;2,8;1;0;1;8;0,2;93;3;0;589;18;6;1;0;"0:baixo"
832;0;1,1;0;0;1;46;0,3;93;6;0;3317;8;0;1;0;"3:muito caro"
1625;1;0,5;1;2;1;50;0,1;107;8;17;670;16;3;0;0;"0:baixo"
907;0;1,4;1;3;0;42;0,2;151;1;16;584;11;9;0;0;"0:baixo"
1631;0;0,5;0;2;1;13;0,5;166;2;16;2173;12;3;1;0;"2:caro"
1584;1;1,3;0;6;0;41;0,6;135;4;15;1561;10;5;0;1;"1:médio"
1382;1;0,5;0;7;1;13;0,3;199;2;18;2073;16;7;0;1;"1:médio"
633;1;1,4;0;0;1;46;0,7;102;6;10;1401;19;14;1;0;"1:médio"
1444;1;2,1;0;9;0;38;0,4;104;7;16;3764;14;9;0;0;"3:muito caro"
852;1;1,6;1;6;1;54;0,4;147;5;7;1275;13;7;0;1;"0:baixo"
922;1;0,7;0;0;1;47;1;157;8;14;1464;17;4;0;1;"1:médio"
1745;0;1,5;1;4;1;57;0,1;159;3;16;2885;13;11;1;1;"3:muito caro"
862;0;2,3;0;9;1;6;0,1;107;8;14;3458;9;4;1;1;"3:muito caro"
1754;1;2,1;1;1;1;52;1;101;4;3;3019;11;6;0;1;"3:muito caro"
1008;0;2,5;0;3;0;36;1;109;1;14;1083;6;4;0;0;"1:médio"
1569;0;0,5;1;3;0;33;0,2;147;1;13;3538;18;1;0;1;"3:muito caro"
1596;0;2,9;1;7;0;7;0,7;149;2;9;2493;14;12;1;1;"2:caro"
1807;1;0,5;1;2;1;61;0,1;134;6;6;3726;8;5;0;0;"3:muito caro"
1660;0;2,8;1;4;0;7;0,8;184;1;6;1531;12;0;0;0;"1:médio"
1861;1;0,9;0;4;1;55;0,5;148;7;8;601;7;5;0;0;"1:médio"
648;0;1,9;1;4;0;8;1;91;5;19;2991;8;7;0;1;"2:caro"
1379;0;0,5;1;1;0;19;0,3;134;8;17;3912;11;2;1;1;"3:muito caro"
1910;1;1,7;0;0;0;34;0,6;115;2;0;309;8;4;0;1;"0:baixo"
1807;0;2;1;0;1;13;0,5;155;8;0;323;9;3;1;1;"0:baixo"
1923;0;0,5;1;7;0;46;0,5;191;1;10;1489;10;9;1;1;"1:médio"
1345;1;3;0;7;1;38;0,1;162;3;11;1322;9;2;0;0;"1:médio"
904;0;1,6;1;5;1;14;0,2;102;8;9;1846;7;0;0;1;"1:médio"
1239;0;1,2;1;5;1;52;0,9;122;2;10;417;8;0;0;1;"0:baixo"
1330;0;0,9;0;6;1;52;0,8;84;4;12;3269;19;6;1;0;"3:muito caro"
516;1;0,7;1;1;0;30;0,9;138;1;12;3731;17;13;0;0;"2:caro"
672;1;0,5;1;0;0;54;0,9;95;4;11;667;17;8;0;0;"0:baixo"
892;1;0,5;0;0;1;47;0,4;94;1;18;1241;12;3;0;1;"1:médio"
1778;0;0,5;0;0;1;23;0,5;101;6;11;3941;19;6;0;0;"3:muito caro"
1130;1;2,5;0;4;1;58;0,1;132;5;14;1018;17;1;0;0;"0:baixo"
1359;0;0,6;0;4;0;59;0,3;86;2;6;3142;19;3;1;1;"3:muito caro"
1866;1;2,5;1;3;1;47;0,8;89;5;9;1444;7;4;0;0;"1:médio"
1597;0;2,3;0;11;0;34;0,4;89;1;14;934;16;10;1;0;"0:baixo"
1046;1;2,8;1;0;1;58;0,2;100;8;0;3863;17;12;1;1;"3:muito caro"
1035;0;0,6;1;2;1;44;0,5;99;3;3;3506;14;5;1;0;"3:muito caro"
1175;1;1,3;0;2;0;19;0,3;164;7;9;1944;9;4;1;0;"1:médio"
1261;1;0,5;1;0;1;11;0,2;90;4;0;348;14;9;0;1;"0:baixo"
1068;0;0,7;1;9;0;51;0,5;124;4;15;550;12;8;1;0;"0:baixo"
1713;0;3;1;5;1;20;0,9;104;7;17;971;11;10;0;0;"0:baixo"
1688;0;2,5;0;0;1;21;0,2;170;7;0;3984;17;14;1;1;"3:muito caro"
1413;1;0,5;1;4;1;45;0,4;104;5;6;2973;17;8;0;1;"3:muito caro"
559;1;0,5;0;10;0;11;0,4;82;5;14;2019;10;4;1;1;"1:médio"
1483;1;2,6;1;13;0;19;0,6;146;7;19;1587;9;4;0;0;"1:médio"
860;1;1,6;1;13;0;48;0,5;187;7;18;1870;17;2;0;0;"1:médio"
1090;0;1,3;1;5;0;27;0,1;91;4;16;1352;5;1;1;0;"1:médio"
686;1;0,5;0;11;0;3;0,3;91;6;15;570;7;6;1;0;"0:baixo"
818;0;1,3;0;14;0;43;0,9;177;6;15;546;12;6;1;1;"0:baixo"
1456;0;1,6;1;5;0;49;0,2;193;3;20;3624;12;11;1;0;"3:muito caro"
774;0;0,5;1;2;1;10;0,5;188;2;9;2944;8;6;1;1;"2:caro"
1068;0;0,5;1;0;1;19;0,9;197;8;9;1209;19;12;1;0;"0:baixo"
1373;1;1,9;1;1;1;29;0,9;141;6;12;2752;15;2;1;1;"3:muito caro"
1777;1;3;0;3;0;20;0,6;188;6;5;3868;5;1;1;1;"3:muito caro"
594;0;0,8;0;2;1;28;0,1;132;5;3;3087;16;4;1;1;"2:caro"
1524;0;2,6;1;5;0;57;0,5;124;2;12;947;11;4;1;1;"0:baixo"
511;1;0,6;1;12;0;50;0,1;175;3;16;1484;9;7;0;0;"0:baixo"
1402;1;0,6;1;3;0;46;0,3;87;7;12;347;17;0;0;1;"0:baixo"
965;1;0,5;0;15;0;53;1;131;8;19;3227;12;6;0;0;"2:caro"
1270;1;2,3;0;0;0;58;0,5;104;5;1;3299;13;4;0;1;"3:muito caro"
919;0;0,5;1;11;0;13;0,3;159;1;15;1028;8;4;0;0;"0:baixo"
1963;1;1;0;16;1;34;0,1;157;2;17;714;18;2;0;1;"1:médio"
1977;0;1,3;1;2;0;31;0,4;173;8;6;2641;8;2;0;0;"3:muito caro"
1881;0;2,2;0;4;0;51;0,3;158;5;7;1229;12;0;0;0;"1:médio"
683;0;0,7;0;5;0;19;0,9;173;4;17;2622;16;3;0;1;"2:caro"
772;0;2,6;1;7;0;6;0,1;100;2;10;929;13;6;1;1;"0:baixo"
536;1;1,4;0;0;1;53;0,7;135;3;0;1211;15;10;0;1;"0:baixo"
1694;0;1,8;0;0;0;53;1;186;6;0;1653;7;5;0;0;"2:caro"
1633;0;1,7;1;3;1;33;0,9;111;2;19;511;9;0;1;0;"0:baixo"
1371;0;0,5;0;4;0;52;0,5;167;4;19;3034;13;6;0;0;"2:caro"
551;1;2,8;0;0;1;54;0,1;172;7;15;1414;6;1;0;1;"0:baixo"
1221;0;0,5;0;1;1;28;0,5;139;1;7;2438;13;11;1;1;"3:muito caro"
1000;1;0,5;0;12;0;63;0,7;179;8;18;3744;11;1;0;1;"3:muito caro"
1986;0;2,7;1;3;1;64;0,2;162;4;20;1377;5;3;1;1;"1:médio"
1119;0;0,5;1;0;1;23;0,4;164;4;1;3520;7;4;0;0;"3:muito caro"
1699;0;0,5;1;1;0;59;0,5;97;4;3;3796;17;10;1;1;"3:muito caro"
1099;0;0,5;0;13;1;61;0,3;146;3;20;1699;17;10;1;1;"1:médio"
1576;0;2,6;0;7;0;58;0,2;90;3;16;336;14;8;1;1;"0:baixo"
950;1;0,5;0;9;0;55;0,1;156;5;10;1095;14;12;1;0;"0:baixo"
1081;1;2,5;1;13;0;49;1;99;3;17;325;9;1;0;1;"0:baixo"
606;0;2,5;0;1;1;53;0,2;146;4;2;1223;19;12;0;0;"0:baixo"
502;0;1,5;1;7;0;37;0,2;199;2;12;1649;6;1;1;0;"1:médio"
957;1;0,7;0;0;1;4;0,1;160;2;0;1898;12;4;1;0;"1:médio"
1658;1;1,4;1;0;1;38;0,3;159;5;0;2609;12;11;0;0;"2:caro"
1681;1;2,5;1;6;0;18;0,3;167;1;7;2265;5;3;1;1;"2:caro"
1983;1;0,5;1;3;0;43;1;87;6;10;2775;9;4;1;1;"2:caro"
1753;0;1,2;0;8;1;12;0,9;113;7;17;1445;17;16;1;1;"1:médio"
1632;1;1,4;0;0;0;41;0,1;132;4;1;2614;5;4;0;0;"2:caro"
1949;1;1,4;0;7;0;57;0,3;145;7;11;356;5;3;0;0;"0:baixo"
1696;0;1,7;0;1;0;13;0,9;97;3;2;523;5;0;1;1;"0:baixo"
688;0;2,5;1;0;0;57;0,8;131;7;3;3745;17;1;1;0;"3:muito caro"
1104;0;1,7;0;1;1;60;0,4;199;2;13;1229;6;0;1;1;"0:baixo"
1122;0;2,8;0;0;0;28;0,6;184;3;4;1402;14;10;1;0;"1:médio"
504;1;0,5;1;2;1;46;0,9;172;5;14;2085;13;5;0;0;"1:médio"
1154;0;0,5;0;12;1;14;0,7;156;7;14;587;8;3;1;1;"0:baixo"
1727;0;2,1;0;2;1;63;0,6;85;7;8;2457;19;13;0;1;"3:muito caro"
1674;0;2,8;1;0;1;52;0,2;89;3;7;2030;7;0;0;0;"2:caro"
1948;0;2,8;1;5;1;18;0,2;135;2;14;816;16;2;0;0;"0:baixo"
1218;1;2,8;1;3;0;39;0,8;150;7;14;1667;10;0;0;0;"1:médio"
531;0;1,1;0;10;0;63;0,7;189;7;14;2958;17;1;1;0;"2:caro"
1057;0;2,1;0;4;0;5;0,5;154;5;13;3705;6;4;0;0;"3:muito caro"
576;0;1,2;0;1;0;30;0,8;162;8;5;2800;11;6;1;1;"2:caro"
1960;1;2,1;0;1;0;7;0,2;165;7;9;3773;11;9;1;1;"3:muito caro"
673;1;1,7;1;3;1;22;0,1;88;1;5;2050;7;2;1;0;"1:médio"
718;0;0,7;1;0;1;21;0,8;88;1;7;1754;17;11;0;1;"1:médio"
864;0;1,7;0;3;1;35;0,3;103;3;7;1904;12;8;1;1;"1:médio"
547;0;1,9;1;1;0;37;0,4;154;5;4;2705;17;3;1;0;"1:médio"
623;1;0,9;0;1;1;3;0,1;102;8;7;3537;16;13;0;1;"3:muito caro"
1793;0;0,7;1;11;0;27;0,4;154;5;13;1370;16;3;0;1;"1:médio"
1720;1;0,7;1;0;0;19;0,1;137;2;3;1222;13;2;0;0;"1:médio"
812;0;0,5;1;1;0;64;1;106;4;7;3102;6;0;0;0;"2:caro"
980;1;0,5;0;0;1;33;0,9;160;6;0;2268;7;5;1;0;"2:caro"
643;0;1;0;9;1;18;0,2;187;8;12;2648;7;5;1;1;"1:médio"
1925;0;3;1;0;1;16;0,8;175;8;11;2173;7;3;1;0;"2:caro"
1408;1;2,5;0;3;0;32;0,1;151;4;6;3162;19;18;0;0;"3:muito caro"
1522;1;0,7;1;4;0;28;0,2;124;1;5;1368;14;5;0;1;"1:médio"
587;1;2,5;0;16;1;51;0,6;111;1;17;2746;10;4;0;1;"2:caro"
1959;0;0,5;1;5;0;18;0,7;191;6;20;619;7;4;1;1;"0:baixo"
1872;0;0,5;1;3;0;17;0,7;89;6;6;724;17;3;0;1;"1:médio"
1043;1;0,5;0;7;0;42;0,1;111;3;8;912;16;9;1;0;"0:baixo"
1809;0;0,5;0;6;0;23;0,7;123;6;19;2784;12;6;1;1;"3:muito caro"
1703;1;0,5;0;5;1;23;0,2;92;6;7;793;7;3;1;0;"0:baixo"
1095;1;0,5;0;4;0;45;0,5;197;1;5;560;9;1;1;0;"0:baixo"
1414;0;2,6;0;1;0;27;0,6;137;4;20;312;5;2;0;1;"0:baixo"
1659;1;2,5;0;2;0;41;0,1;88;7;18;545;12;0;1;1;"0:baixo"
1540;0;0,7;1;1;0;60;0,8;197;7;12;1591;19;0;0;1;"1:médio"
1342;0;1;0;0;1;31;0,6;86;7;1;2746;15;5;1;0;"3:muito caro"
1189;1;2,3;0;13;0;8;0,5;198;3;14;893;9;6;1;0;"0:baixo"
518;1;2,4;0;0;1;62;0,6;128;6;0;2514;16;12;1;1;"1:médio"
1449;0;0,8;1;3;1;10;0,2;144;1;12;1032;10;0;1;1;"1:médio"
516;0;1,1;1;0;1;39;0,4;91;5;7;819;8;0;1;1;"0:baixo"
1569;0;0,8;1;8;0;59;0,9;111;3;16;3672;15;2;0;1;"3:muito caro"
1312;1;0,8;1;0;0;24;0,9;156;6;0;3833;14;13;1;0;"3:muito caro"
1893;1;0,5;1;1;0;23;0,1;179;8;3;1482;15;7;1;0;"2:caro"
1076;0;2,5;0;3;0;14;0,2;105;5;4;2043;7;5;0;0;"1:médio"
530;1;2,6;0;1;0;40;0,9;118;6;2;1229;16;11;1;0;"0:baixo"
1044;1;2,8;1;7;0;33;0,6;129;4;13;1816;17;16;0;1;"1:médio"
1330;0;1,1;0;11;0;37;0,7;126;7;20;2166;10;1;0;0;"2:caro"
1836;0;1,1;1;0;0;14;0,7;104;5;1;2469;18;6;1;1;"2:caro"
1741;1;0,5;0;1;1;55;0,1;140;5;3;2575;13;10;1;1;"2:caro"
1869;0;2,6;0;0;1;30;0,4;152;1;13;1375;15;3;0;0;"1:médio"
1331;0;0,5;0;8;0;55;0,9;146;3;15;1732;6;2;0;1;"1:médio"
1655;1;0,5;1;6;1;4;0,1;105;3;12;673;10;3;0;0;"0:baixo"
605;0;1,5;0;9;1;18;0,9;162;2;14;2301;15;9;0;0;"1:médio"
1245;1;0,6;0;2;0;30;0,7;105;5;3;2676;17;8;0;0;"2:caro"
1709;1;0,8;0;8;1;58;0,8;136;2;10;1781;18;3;0;0;"2:caro"
846;1;2,6;0;0;1;58;0,1;123;4;15;2248;16;8;0;0;"2:caro"
1403;1;2,5;1;3;0;62;0,9;90;4;13;921;14;13;0;0;"0:baixo"
688;1;1,5;0;0;0;2;1;89;3;2;391;5;2;1;1;"0:baixo"
775;1;2,5;1;1;1;10;0,1;185;7;14;1719;19;3;1;1;"1:médio"
1154;0;2;0;6;1;35;0,8;159;5;16;3262;16;15;0;0;"3:muito caro"
1375;0;0,5;1;2;1;35;0,1;194;2;3;1947;15;13;1;1;"1:médio"
1827;1;0,8;0;4;0;61;0,9;130;7;9;2693;8;3;1;1;"3:muito caro"
1697;0;0,5;0;0;1;60;0,1;90;4;0;441;15;1;1;0;"0:baixo"
741;0;1,5;0;1;0;14;0,3;178;5;13;1886;19;11;1;1;"0:baixo"
1672;1;0,5;1;13;1;32;0,7;174;1;20;1267;17;4;1;0;"1:médio"
514;1;0,7;0;4;0;57;0,1;186;3;7;687;6;0;1;1;"0:baixo"
1375;1;1,3;1;2;0;12;0,1;105;1;13;2890;17;1;0;0;"3:muito caro"
989;1;1,8;1;4;1;55;0,7;124;1;12;1737;8;5;0;1;"1:médio"
1510;1;2,5;1;11;0;47;0,7;138;2;13;887;18;6;0;0;"0:baixo"
1266;0;2,6;0;1;0;18;0,4;86;7;2;398;16;8;1;1;"0:baixo"
1396;0;2,4;1;0;0;46;0,1;138;7;1;2389;7;3;0;1;"2:caro"
808;0;2,3;0;3;0;45;0,8;161;1;9;3431;15;6;1;1;"3:muito caro"
1542;0;2,3;0;1;0;43;0,8;182;2;11;3601;14;4;0;0;"3:muito caro"
745;1;0,6;1;5;0;35;0,8;102;8;10;2459;14;1;1;0;"1:médio"
1735;1;1,9;1;0;1;59;0,7;148;6;0;3230;6;1;1;0;"3:muito caro"
586;0;0,5;1;1;0;57;0,3;188;2;5;3646;15;4;1;1;"3:muito caro"
1341;1;2,1;1;0;0;36;0,4;107;8;1;2200;18;14;1;0;"1:médio"
781;1;1,3;1;1;0;64;0,2;88;2;7;3862;17;10;0;0;"3:muito caro"
501;1;0,5;1;14;0;22;0,5;174;6;20;3077;17;3;0;0;"2:caro"
1224;1;1,8;1;2;1;44;0,2;139;2;9;621;11;4;1;1;"0:baixo"
1970;0;1,6;1;11;1;58;0,3;80;8;19;2372;14;12;1;0;"2:caro"
618;1;2,2;1;0;1;63;0,9;138;2;1;2574;14;3;1;0;"2:caro"
1537;0;2,9;0;11;1;46;0,8;158;4;17;2857;17;14;1;1;"3:muito caro"
1018;0;2,2;0;8;0;16;0,6;153;8;10;3143;17;12;1;0;"3:muito caro"
1545;0;1,3;1;15;1;35;0,1;173;5;20;3197;14;9;0;1;"3:muito caro"
1871;0;2,1;0;4;1;41;0,4;144;8;5;2727;15;8;0;0;"3:muito caro"
1729;1;2,1;1;1;0;12;0,9;186;1;6;1519;9;4;0;1;"1:médio"
680;1;2,1;1;9;1;9;0,1;131;3;11;2438;14;2;0;0;"2:caro"
1106;1;1,9;0;4;0;54;0,7;107;3;9;2674;9;3;0;1;"2:caro"
635;1;0,6;1;1;1;50;0,3;97;5;13;2107;13;12;0;0;"1:médio"
618;0;0,6;0;8;0;16;0,2;143;1;14;2262;16;15;1;0;"2:caro"
1671;0;0,5;1;13;0;5;0,9;179;8;18;815;16;6;1;1;"0:baixo"
1562;1;1,2;1;0;1;52;0,1;105;7;9;2829;13;10;1;1;"2:caro"
1975;1;1,9;1;2;0;31;0,9;151;1;17;3022;13;5;0;1;"3:muito caro"
831;1;0,7;0;2;1;62;0,7;134;8;9;2573;16;12;0;1;"2:caro"
1524;1;1,8;1;0;0;10;0,6;174;4;1;2678;16;5;0;1;"2:caro"
1528;1;1,8;1;3;1;55;0,8;129;5;6;1282;11;9;1;1;"1:médio"
1447;1;2,5;1;2;0;9;0,2;155;8;16;568;12;11;0;0;"0:baixo"
1344;0;1,5;0;1;0;14;0,5;190;1;3;2074;8;1;1;0;"1:médio"
564;0;3;1;1;0;8;0,7;130;2;3;2227;9;2;0;1;"1:médio"
921;0;0,6;1;1;0;60;0,1;83;2;3;1080;10;0;0;1;"0:baixo"
1413;1;1,7;0;2;0;10;0,2;200;6;6;2867;5;4;1;0;"2:caro"
831;0;2,4;0;10;0;55;0,5;86;6;12;1075;12;11;1;0;"0:baixo"
802;0;0,5;1;3;0;43;0,6;153;5;6;3063;17;13;1;0;"2:caro"
1923;0;1,3;0;3;0;24;1;86;4;4;2479;9;2;1;0;"2:caro"
1193;1;3;0;10;0;56;0,4;196;3;17;2394;19;11;1;0;"2:caro"
904;1;1,2;1;10;1;31;0,8;112;3;11;2814;13;3;0;0;"2:caro"
1285;0;2,4;0;1;1;51;1;140;7;2;2094;8;0;0;0;"1:médio"
1635;0;2,6;1;0;1;2;0,6;182;4;0;2315;10;1;1;0;"2:caro"
1923;0;1;1;5;1;14;0,9;154;4;6;2519;13;0;0;1;"2:caro"
1851;1;1,9;1;3;1;12;0,9;198;6;11;735;7;6;0;1;"0:baixo"
727;1;1,5;0;0;1;32;1;131;7;1;1891;19;13;0;1;"1:médio"
1396;0;1,5;1;0;1;44;0,1;118;6;1;1386;7;1;1;1;"1:médio"
877;0;1,3;1;9;1;46;0,8;135;1;14;3260;14;12;0;0;"2:caro"
696;1;2,4;0;11;1;35;0,2;103;3;13;2022;14;11;0;1;"1:médio"
1009;1;1;1;2;0;2;0,6;102;8;14;1716;7;5;0;0;"1:médio"
1526;0;1,1;1;2;1;38;0,3;116;5;6;3317;7;1;1;1;"3:muito caro"
987;0;2;1;1;0;20;0,8;192;7;3;1454;11;3;1;0;"0:baixo"
1414;1;2,2;1;0;1;49;0,5;101;4;1;2290;13;0;1;0;"1:médio"
1732;0;0,8;0;2;0;61;0,3;172;5;3;3940;17;11;1;1;"3:muito caro"
1587;1;0,5;0;0;0;50;0,9;148;8;15;461;17;4;0;1;"0:baixo"
1097;0;0,8;0;10;1;21;0,1;160;7;15;2219;15;6;0;1;"2:caro"
504;0;2,8;1;0;0;40;0,5;178;3;0;470;6;0;0;0;"0:baixo"
1159;0;2,7;0;13;1;28;0,2;80;8;18;2495;10;0;1;1;"2:caro"
1910;0;1,4;0;0;0;29;0,6;146;7;2;2944;8;7;1;1;"2:caro"
865;0;1,2;1;8;0;59;0,1;159;3;9;2361;16;11;0;1;"2:caro"
1930;1;2;0;11;0;16;0,8;186;8;12;1783;17;3;0;1;"2:caro"
860;1;1,3;1;8;1;40;0,7;170;3;13;2832;13;7;1;1;"2:caro"
1268;1;2,9;0;9;1;42;0,9;182;6;17;931;11;5;1;0;"0:baixo"
999;1;1,8;1;0;1;27;0,1;167;4;1;1344;17;10;0;0;"0:baixo"
622;0;0,7;0;0;1;9;0,3;127;2;0;3916;13;1;0;1;"2:caro"
1250;1;1,4;0;8;0;44;0,2;182;7;20;1882;14;1;0;0;"1:médio"
763;1;0,5;0;9;1;51;0,3;104;5;12;2865;11;6;1;1;"2:caro"
1100;1;1,6;0;12;0;15;0,1;112;8;14;757;12;2;1;1;"0:baixo"
815;0;2;1;4;0;51;0,3;85;6;12;3469;5;4;0;1;"3:muito caro"
618;1;0,5;1;2;1;57;0,2;88;3;7;2399;18;15;1;1;"1:médio"
553;1;2,2;1;0;1;18;0,7;136;2;1;3300;12;10;0;0;"3:muito caro"
673;1;2,2;1;2;0;3;0,4;84;2;9;2719;19;2;1;1;"2:caro"
563;0;2;1;3;0;47;0,3;115;7;12;3012;14;4;0;0;"2:caro"
1590;0;1,5;1;12;1;14;0,5;187;4;15;2836;6;5;0;0;"3:muito caro"
1031;1;2,1;1;2;1;11;0,1;121;2;9;2385;11;7;0;0;"2:caro"
909;1;0,5;1;9;0;30;0,4;97;3;10;594;12;0;1;1;"0:baixo"
1880;0;0,5;0;0;1;7;0,6;104;4;1;2968;9;0;1;0;"3:muito caro"
1479;1;1,8;1;0;1;24;0,1;146;6;0;3762;12;10;0;0;"3:muito caro"
1271;0;1,5;1;0;0;2;0,9;161;1;1;892;15;13;1;0;"1:médio"
709;0;1,9;0;11;1;13;0,1;81;8;15;467;17;11;1;1;"0:baixo"
1744;0;2,8;0;0;1;62;0,7;158;1;0;345;10;6;0;0;"0:baixo"
1314;1;2,2;0;0;1;40;0,8;116;7;1;3033;9;8;1;1;"3:muito caro"
1136;0;0,5;0;0;1;9;0,9;150;6;2;2110;9;5;0;1;"2:caro"
1039;1;2,7;0;11;0;56;0,3;125;8;13;3105;14;8;1;1;"2:caro"
1300;1;0,5;0;5;0;62;0,1;156;6;7;874;15;3;1;0;"0:baixo"
732;1;2,3;1;7;1;39;0,6;188;7;11;3681;19;3;1;1;"3:muito caro"
511;0;0,7;1;1;1;52;0,7;180;2;10;3865;8;3;0;1;"2:caro"
1092;1;0,5;1;10;0;11;0,5;167;3;14;737;14;4;1;0;"0:baixo"
921;1;2,2;1;12;1;10;0,1;170;7;18;3153;8;2;1;0;"3:muito caro"
1030;1;0,5;0;4;1;37;0,7;147;1;8;2800;8;6;0;1;"2:caro"
1130;0;1,8;1;0;0;27;0,9;101;1;8;315;14;5;1;0;"0:baixo"
1299;0;2,8;1;2;0;60;0,8;187;8;6;1412;13;1;1;1;"1:médio"
1009;1;2,8;1;7;1;2;0,6;115;7;15;2286;19;8;0;0;"2:caro"
1735;0;1,8;1;16;0;34;0,1;140;2;17;2392;17;15;0;1;"2:caro"
1129;1;2,8;1;0;0;49;0,5;185;2;2;1857;8;4;1;1;"1:médio"
708;0;1,9;0;0;0;26;0,3;116;7;1;1419;10;6;1;1;"0:baixo"
894;0;0,7;0;2;1;58;0,1;123;2;3;3305;12;7;0;0;"2:caro"
530;0;2,4;0;1;0;32;0,3;88;6;20;959;17;7;1;0;"0:baixo"
1481;1;2;1;0;0;35;0,5;105;3;0;2635;17;16;0;1;"2:caro"
1068;0;2,7;1;0;1;45;0,6;194;5;1;1754;17;7;0;1;"1:médio"
1487;0;0,5;0;6;1;57;0,7;84;3;12;2563;18;4;0;0;"2:caro"
1524;0;2,5;1;11;1;41;1;96;4;20;1936;7;0;1;1;"1:médio"
1093;0;1,9;1;2;1;22;0,3;196;8;14;1869;8;5;1;1;"1:médio"
1816;1;1,6;1;0;0;50;0,1;186;5;2;3637;11;7;0;1;"3:muito caro"
627;0;1,8;0;2;0;20;0,8;142;3;8;896;17;6;0;0;"0:baixo"
989;1;0,7;0;13;1;51;0,4;132;3;15;2349;10;1;0;1;"1:médio"
1895;0;0,5;0;2;1;5;0,7;134;1;11;774;15;4;1;0;"1:médio"
805;1;1,7;1;0;1;58;0,9;168;3;10;3397;7;6;0;0;"2:caro"
713;1;1,6;0;7;1;2;0,4;181;8;9;485;10;6;1;1;"0:baixo"
864;0;2,5;0;10;1;24;0,7;148;4;15;3964;13;8;1;0;"3:muito caro"
1177;0;0,9;0;1;0;11;1;181;4;7;1887;8;5;1;1;"1:médio"
582;0;0,5;0;8;0;32;0,7;107;3;11;2977;6;1;1;1;"2:caro"
1898;0;1,8;1;3;1;56;0,2;185;7;4;2114;10;5;1;1;"2:caro"
1158;0;0,7;1;1;1;29;0,7;123;2;20;1542;17;9;0;1;"1:médio"
1451;1;0,5;0;5;1;57;0,6;181;8;12;3038;15;7;0;1;"3:muito caro"
1820;1;1,4;0;5;0;51;0,9;163;7;10;2481;11;9;0;0;"2:caro"
984;0;0,5;1;3;1;9;0,8;140;3;20;841;18;15;0;0;"0:baixo"
580;1;2,1;1;0;0;24;0,4;135;4;5;3565;12;11;0;1;"2:caro"
1263;1;2;0;0;0;5;0,4;146;6;3;1958;9;6;1;1;"2:caro"
1237;0;0,5;0;2;0;27;0,1;87;8;5;2454;14;0;1;1;"2:caro"
514;1;1,6;0;7;1;37;0,1;172;1;9;3392;12;8;1;1;"3:muito caro"
1515;0;2,6;0;0;1;56;0,9;184;3;1;262;14;4;1;0;"0:baixo"
721;0;0,5;1;6;1;6;0,4;194;4;9;530;8;4;0;1;"0:baixo"
603;1;2,5;1;3;0;35;0,7;126;3;16;3703;13;1;0;1;"3:muito caro"
1426;1;2,5;0;2;1;55;0,4;109;1;7;2562;5;1;0;0;"2:caro"
1820;1;1,7;1;0;1;64;0,6;161;1;3;574;10;2;1;0;"1:médio"
1215;0;1;0;4;0;16;0,1;130;4;8;2632;7;1;0;1;"2:caro"
697;0;2,7;1;5;1;20;0,4;173;2;6;259;12;6;1;1;"0:baixo"
717;1;0,5;1;4;0;10;0,6;198;1;5;688;10;7;1;0;"0:baixo"
